Handle,Title,body_html,Vendor,Type,Tags,Published,Option1,Option1Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,VariantSKU,Variant Grams,Variant Inventory Tracker,VariantQty,VariantPolicy,VariantFulfillmentService,VariantPrice,VariantComparePrice,VariantShipping,VariantTaxable,VariantBarcode,ImageSrc,ImagePosition,ImageAltText,GiftCard,SEOTitle,SEODescription,GoogleShopping,GoogleGender,GoogleAgeGroup,MPN,AdWordsGrouping,Google Shopping / AdWords Labels,GoogleCondition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
10k-White-Gold-Round DIAMOND-Cross-Pendant-1/6-Cttw,10k White Gold Round Diamond Cross Pendant 1/6 Cttw,Precious Metal Type: 10kt White Gold <br>Approx. Gram Weight: 0.83 <br>Total Gemstone Carat Weight: 1/6 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Prong-set <br>Primary Gem Carat Weight: 0.16 <br>Gem 2 Carat Weight: None <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PWW2854/W,,,100,deny,manual,$112.00 ,$224.00 ,TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0380255_2.jpg,1,,FALSE,10k White Gold Round Diamond Cross Pendant 1/6 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10k-White-Gold-Round DIAMOND-Cross-Pendant-1/6-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0380255_3.jpg,,,,,,,,,,,,new,,,,,,,,,,
10k-White-Gold-Round DIAMOND-Cross-Pendant-1/6-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0380255_1.jpg,,,,,,,,,,,,new,,,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-1/4-Cttw,10k White Gold Round Diamond Cluster Pendant 1/4 Cttw,Precious Metal Type: 10kt White Gold <br>Approx. Gram Weight: 0.892 <br>Total Gemstone Carat Weight: 1/4 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Pave-set <br>Primary Gem Carat Weight: 0.27 <br>Gem 2 Carat Weight: None <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PWW2242/W,,,100,deny,manual,$167.00 ,$348.00 ,TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0196685_2.jpg,1,,FALSE,10k White Gold Round Diamond Cluster Pendant 1/4 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-1/4-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0196685_1.jpg,,,,,,,,,,,,new,,,,,,,,,,
14k-White-Gold-Princess DIAMOND-Heart-Pendant-2-Cttw,14k White Gold Princess Diamond Heart Pendant 2 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 8.93 <br>Total Gemstone Carat Weight: 2 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Princess <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Invisible-set <br>Primary Gem Carat Weight: 2 <br>Gem 2 Carat Weight: None <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PL613/NB/W,,,100,deny,manual,"$1,509.00 ","$3,399.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0193429_1.jpg,1,,FALSE,14k White Gold Princess Diamond Heart Pendant 2 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Round DIAMOND-Solitaire-Pendant-1/2-Cttw-(Certified),14k White Gold Round Diamond Solitaire Pendant 1/2 Cttw (Certified),Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 1.094 <br>Total Gemstone Carat Weight: 1/2 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: I-J <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: 4-prong <br>Primary Gem Carat Weight: 0.47 <br>Gem 2 Carat Weight: None <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,RPI2HGHW,,,100,deny,manual,$547.00 ,"$1,212.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0211896_2.jpg,1,,FALSE,14k White Gold Round Diamond Solitaire Pendant 1/2 Cttw (Certified),,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Round DIAMOND-Solitaire-Pendant-1/2-Cttw-(Certified),,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0211896_1.jpg,,,,,,,,,,,,new,,,,,,,,,,
10k-Yellow-Gold-Round DIAMOND-Cross-Charm-Pendant-3/4-Cttw,10k Yellow Gold Round Diamond Cross Charm Pendant 3/4 Cttw,Precious Metal Type: 10kt Yellow Gold <br>Approx. Gram Weight: 1.663 <br>Total Gemstone Carat Weight: 3/4 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Prong-set <br>Primary Gem Carat Weight: 0.37 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: J-K <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.39 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PC8317,,,100,deny,manual,$475.00 ,"$1,049.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c1025312_1.jpg,1,,FALSE,10k Yellow Gold Round Diamond Cross Charm Pendant 3/4 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Princess DIAMOND-Fashion-Cluster-Pendant-2-Cttw,14k White Gold Princess Diamond Fashion Cluster Pendant 2 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 3.28 <br>Total Gemstone Carat Weight: 2 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Princess <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I1 <br>Primary Gem Setting: Invisible-set <br>Primary Gem Carat Weight: 0.8 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I1 <br>Gem2 Setting: Pave-set <br>Gem 2 Carat Weight: 1.2 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,P39464/W,,,100,deny,manual,"$2,004.00 ","$4,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0177671_1.jpg,1,,FALSE,14k White Gold Princess Diamond Fashion Cluster Pendant 2 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-1-1/2-Cttw,10k White Gold Round Diamond Cluster Pendant 1-1/2 Cttw,Precious Metal Type: 10kt White Gold <br>Approx. Gram Weight: 4.19 <br>Total Gemstone Carat Weight: 1 & 1/2 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I1 <br>Primary Gem Setting: Pave-set <br>Primary Gem Carat Weight: 0.18 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I1-I2 <br>Gem2 Setting: Pave-set <br>Gem 2 Carat Weight: 0.83 <br>Gem3 Type: Diamond <br>Gem3 Shape: Round <br>Gem3 Color: G-H <br>Gem3 Clarity: I1-I2 <br>Gem3 Setting: Pave-set <br>Gem 3 Carat Weight: 0.46 <br>,gndatlanta,,,TRUE,,,,,,,PWW2246/W,,,100,deny,manual,$988.00 ,"$2,213.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0196704_1.jpg,1,,FALSE,10k White Gold Round Diamond Cluster Pendant 1-1/2 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-1-1/2-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0196704_2.jpg,,,,,,,,,,,,new,,,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-1-Cttw,10k White Gold Round Diamond Cluster Pendant 1 Cttw,Precious Metal Type: 10kt White Gold <br>Approx. Gram Weight: 2.07 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I1-I2 <br>Primary Gem Setting: Pave-set <br>Primary Gem Carat Weight: 1 <br>Gem 2 Carat Weight: None <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PWW2245/W,,,100,deny,manual,$629.00 ,"$1,397.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0196699_2.jpg,1,,FALSE,10k White Gold Round Diamond Cluster Pendant 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-1-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0196699_1.jpg,,,,,,,,,,,,new,,,,,,,,,,
10kt-White-Gold-Round DIAMOND-Cindys-Dream-Circle-Cluster-Pendant-1/2-Cttw,10kt White Gold Round Diamond Cindys Dream Circle Cluster Pendant 1/2 Cttw,Precious Metal Type: 10kt White Gold <br>Approx. Gram Weight: 1.3704 <br>Total Gemstone Carat Weight: 1/2 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Prong-set <br>Primary Gem Carat Weight: 0.06 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.44 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PWW2243/W,,,100,deny,manual,$277.00 ,$598.00 ,TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0196689_2.jpg,1,,FALSE,10kt White Gold Round Diamond Cindys Dream Circle Cluster Pendant 1/2 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10kt-White-Gold-Round DIAMOND-Cindys-Dream-Circle-Cluster-Pendant-1/2-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0196689_1.jpg,,,,,,,,,,,,new,,,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-2-Cttw,10k White Gold Round Diamond Cluster Pendant 2 Cttw,Precious Metal Type: 10kt White Gold <br>Approx. Gram Weight: 5.745 <br>Total Gemstone Carat Weight: 2 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Round <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Pave-set <br>Primary Gem Carat Weight: 1.98 <br>Gem 2 Carat Weight: None <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,,,,,,,PWW2247/W,,,100,deny,manual,"$1,509.00 ","$3,399.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0196709_2.jpg,1,,FALSE,10k White Gold Round Diamond Cluster Pendant 2 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
10k-White-Gold-Round DIAMOND-Cluster-Pendant-2-Cttw,,,,,,,,,,,,,,,,,,,,,,,,https://www.gndatlanta.com/product/image/large/c0196709_1.jpg,,,,,,,,,,,,new,,,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,4,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,4.5,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,5,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,5.5,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,6,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,6.5,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,7,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,7.5,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,8,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,8.5,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
14k-White-Gold-Baguette DIAMOND-Fashion-Anniversary-Ring-1-Cttw,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,Precious Metal Type: 14kt White Gold <br>Approx. Gram Weight: 4.298 <br>Total Gemstone Carat Weight: 1 <br>Primary Gem Type: Diamond <br>Primary Gem Shape: Baguette <br>Primary Gem Color: G-H <br>Primary Gem Clarity: I2 <br>Primary Gem Setting: Channel-set <br>Primary Gem Carat Weight: 0.32 <br>Gem2 Type: Diamond <br>Gem2 Shape: Round <br>Gem2 Color: G-H <br>Gem2 Clarity: I2 <br>Gem2 Setting: Prong-set <br>Gem 2 Carat Weight: 0.66 <br>Gem 3 Carat Weight: None <br>,gndatlanta,,,TRUE,Ring size,9,,,,,PC14929RA/W,,,100,deny,manual,$684.00 ,"$1,523.00 ",TRUE,TRUE,,https://www.gndatlanta.com/product/image/large/c0180453_2.jpg,1,,FALSE,14k White Gold Baguette Diamond Fashion Anniversary Ring 1 Cttw,,,,,,gndatlanta,,new,,Wholesale Diamonds,,,,,,,,
